Passenger_ID,Estimated_Travel_Budget_USD,Budget_Category,Income_Level,Age,Travel_Purpose
P5220,2600.0,Standard,Medium,73,Leisure
P5221,,Luxury,Medium,24,Emergency
P5222,2600.0,Standard,Medium,66,Leisure
P5223,3500.0,Luxury,Medium,65,Business
P5224,6500.0,Luxury,High,47,Leisure
P5225,5100.0,Luxury,Medium,31,Business
P5226,5100.0,Luxury,Medium,51,Business
P5227,2500.0,Standard,Low,48,Family
P5228,,Luxury,Low,24,Emergency
P5229,1540.0,Standard,Low,78,Family
P5230,,Luxury,Low,39,Emergency
P5231,2500.0,Standard,Medium,54,Family
P5232,,Luxury,Low,79,Emergency
P5233,,Luxury,Low,19,Emergency
P5234,3100.0,Standard,Medium,68,Family
P5235,2500.0,Standard,Medium,27,Family
P5236,4100.0,Luxury,Medium,21,Family
P5237,3500.0,Luxury,Medium,66,Business
P5238,2300.0,Standard,Low,48,Business
P5239,,Luxury,Low,76,Emergency
P5240,3500.0,Luxury,Medium,36,Business
P5241,1300.0,Budget,Low,68,Family
P5242,,Luxury,High,18,Emergency
P5243,5000.0,Luxury,High,28,Leisure
P5244,2000.0,Standard,Medium,74,Leisure
P5245,4100.0,Luxury,Medium,51,Family
P5246,,Luxury,Low,67,Emergency
P5247,5500.0,Luxury,Medium,75,Family
P5248,1540.0,Standard,Low,21,Family
P5249,12500.0,Luxury,High,27,Leisure
P5250,,Luxury,Low,24,Emergency
P5251,2600.0,Standard,Medium,65,Leisure
P5252,,Luxury,Medium,67,Emergency
P5253,2500.0,Standard,Medium,70,Family
P5254,3500.0,Luxury,Medium,43,Business
P5255,3500.0,Luxury,Medium,59,Business
P5256,5500.0,Luxury,High,52,Family
P5257,2300.0,Standard,Low,21,Business
P5258,3500.0,Luxury,Medium,67,Business
P5259,2940.0,Standard,Low,27,Business
P5260,,Luxury,Low,64,Emergency
P5261,5500.0,Luxury,High,64,Family
P5262,5100.0,Luxury,Medium,57,Business
P5263,,Luxury,High,76,Emergency
P5264,2500.0,Standard,Medium,52,Family
P5265,1540.0,Standard,Low,75,Family
P5266,,Luxury,High,55,Emergency
P5267,6500.0,Luxury,High,72,Business
P5268,2500.0,Standard,Medium,44,Family
P5269,5500.0,Luxury,High,25,Family
P5270,,Luxury,Medium,43,Emergency
P5271,,Luxury,Medium,47,Emergency
P5272,2000.0,Standard,Medium,46,Leisure
P5273,,Luxury,Low,39,Emergency
P5274,,Luxury,High,65,Emergency
P5275,2600.0,Standard,Medium,69,Leisure
P5276,8000.0,Luxury,High,66,Business
P5277,800.0,Budget,Low,32,Leisure
P5278,2300.0,Standard,Low,38,Business
P5279,2500.0,Standard,Medium,72,Family
P5280,1540.0,Standard,Low,62,Family
P5281,5000.0,Luxury,High,32,Leisure
P5282,,Luxury,Low,43,Emergency
P5283,1300.0,Budget,Low,75,Family
P5284,1940.0,Standard,Low,59,Family
P5285,,Luxury,Medium,40,Emergency
P5286,1540.0,Standard,Low,33,Family
P5287,,Luxury,Medium,49,Emergency
P5288,,Luxury,Low,42,Emergency
P5289,2500.0,Standard,Medium,30,Family
P5290,5500.0,Luxury,High,25,Family
P5291,2300.0,Standard,Low,55,Business
P5292,,Luxury,Medium,42,Emergency
P5293,1440.0,Budget,Low,24,Leisure
P5294,,Luxury,High,74,Emergency
P5295,,Luxury,Low,33,Emergency
P5296,2500.0,Standard,Medium,54,Family
P5297,,Luxury,High,55,Emergency
P5298,4100.0,Luxury,Medium,70,Family
P5299,6500.0,Luxury,High,58,Business
P5300,2500.0,Standard,Medium,51,Family
P5301,,Luxury,High,35,Emergency
P5302,2000.0,Standard,Medium,64,Leisure
P5303,1300.0,Budget,Low,41,Family
P5304,3600.0,Luxury,Medium,72,Leisure
P5305,,Luxury,Medium,58,Emergency
P5306,,Luxury,Low,79,Emergency
P5307,2500.0,Standard,Medium,36,Family
P5308,3600.0,Luxury,Medium,46,Leisure
P5309,2540.0,Standard,Low,59,Business
P5310,2000.0,Standard,Medium,25,Leisure
P5311,6500.0,Luxury,High,73,Business
P5312,,Luxury,Medium,42,Emergency
P5313,,Luxury,Medium,42,Emergency
P5314,4100.0,Luxury,Medium,53,Family
P5315,,Luxury,Medium,66,Emergency
P5316,2500.0,Standard,Medium,21,Family
P5317,,Luxury,Medium,19,Emergency
P5318,2300.0,Standard,Low,24,Business
P5319,2000.0,Standard,Medium,42,Leisure
P5320,2500.0,Standard,Medium,50,Family
P5321,2500.0,Standard,Medium,47,Family
P5322,1300.0,Budget,Low,19,Family
P5323,,Luxury,Medium,73,Emergency
P5324,2000.0,Standard,Medium,71,Leisure
P5325,2500.0,Standard,Medium,52,Family
P5326,,Luxury,Medium,75,Emergency
P5327,6500.0,Luxury,High,33,Leisure
P5328,6500.0,Luxury,Medium,61,Business
P5329,6500.0,Luxury,Medium,29,Business
P5330,,Luxury,High,28,Emergency
P5331,,Luxury,Low,49,Emergency
P5332,,Luxury,Low,19,Emergency
P5333,,Luxury,Medium,35,Emergency
P5334,3100.0,Standard,Medium,61,Family
P5335,3100.0,Standard,Medium,22,Family
P5336,2000.0,Standard,Medium,68,Leisure
P5337,,Luxury,Medium,32,Emergency
P5338,3100.0,Standard,Medium,47,Family
P5339,5000.0,Luxury,Medium,27,Leisure
P5340,1300.0,Budget,Low,65,Family
P5341,2000.0,Standard,Medium,38,Leisure
P5342,2000.0,Standard,Low,68,Leisure
P5343,2600.0,Standard,Medium,53,Leisure
P5344,6500.0,Luxury,High,70,Leisure
P5345,,Luxury,High,53,Emergency
P5346,5000.0,Luxury,High,76,Leisure
P5347,5000.0,Luxury,High,60,Leisure
P5348,800.0,Budget,Low,75,Leisure
P5349,3500.0,Luxury,Medium,56,Business
P5350,2500.0,Standard,Medium,35,Family
P5351,,Luxury,Medium,73,Emergency
P5352,4100.0,Luxury,Medium,69,Family
P5353,2300.0,Standard,Low,79,Business
P5354,,Luxury,Medium,30,Emergency
P5355,800.0,Budget,Low,18,Leisure
P5356,1440.0,Budget,Low,52,Leisure
P5357,3100.0,Standard,Medium,55,Family
P5358,2500.0,Standard,Medium,69,Family
P5359,2500.0,Standard,Medium,58,Family
P5360,3500.0,Luxury,Medium,27,Business
P5361,,Luxury,Low,72,Emergency
P5362,800.0,Budget,Low,25,Leisure
P5363,6500.0,Luxury,High,33,Leisure
P5364,,Luxury,Low,47,Emergency
P5365,2600.0,Standard,Medium,64,Leisure
P5366,2300.0,Standard,Low,28,Business
P5367,5500.0,Luxury,High,56,Family
P5368,4100.0,Luxury,Medium,63,Business
P5369,5000.0,Luxury,High,26,Leisure
P5370,1440.0,Budget,Low,72,Leisure
P5371,2500.0,Standard,Medium,56,Family
P5372,2940.0,Standard,Low,52,Business
P5373,,Luxury,High,42,Emergency
P5374,5500.0,Luxury,High,48,Family
P5375,5000.0,Luxury,High,78,Leisure
P5376,2500.0,Standard,Medium,76,Family
P5377,,Luxury,Low,38,Emergency
P5378,2500.0,Standard,Medium,33,Family
P5379,,Luxury,Low,39,Emergency
P5380,,Luxury,High,54,Emergency
P5381,,Luxury,Low,25,Emergency
P5382,1540.0,Standard,Low,52,Family
P5383,2600.0,Standard,Medium,72,Leisure
P5384,800.0,Budget,Low,66,Leisure
P5385,5100.0,Luxury,Medium,33,Business
P5386,800.0,Budget,Low,77,Leisure
P5387,9000.0,Luxury,High,18,Leisure
P5388,,Luxury,Medium,56,Emergency
P5389,2000.0,Standard,Medium,22,Leisure
P5390,,Luxury,Medium,44,Emergency
P5391,,Luxury,Medium,26,Emergency
P5392,6500.0,Luxury,High,57,Business
P5393,6500.0,Luxury,High,32,Leisure
P5394,,Luxury,High,79,Emergency
P5395,5000.0,Luxury,High,23,Leisure
P5396,3500.0,Luxury,Medium,45,Business
P5397,2000.0,Standard,Medium,49,Leisure
P5398,2300.0,Standard,Low,67,Business
P5399,1300.0,Budget,Low,78,Family
P5400,3600.0,Luxury,Medium,49,Leisure
P5401,,Luxury,High,76,Emergency
P5402,2500.0,Standard,Medium,45,Family
P5403,,Luxury,Medium,66,Emergency
P5404,,Luxury,Low,38,Emergency
P5405,1540.0,Standard,Low,48,Family
P5406,2300.0,Standard,Low,68,Business
P5407,2000.0,Standard,Medium,27,Leisure
P5408,,Luxury,High,58,Emergency
P5409,1540.0,Standard,Low,60,Family
P5410,2940.0,Standard,Low,54,Business
P5411,,Luxury,Medium,69,Emergency
P5412,1300.0,Budget,Low,53,Family
P5413,2300.0,Standard,Low,36,Business
P5414,1300.0,Budget,Low,48,Family
P5415,2540.0,Standard,Low,69,Business
P5416,,Luxury,Medium,48,Emergency
P5417,,Luxury,High,42,Emergency
P5418,,Luxury,Medium,78,Emergency
P5419,1300.0,Budget,Low,42,Family
P5420,,Luxury,Medium,45,Emergency
P5421,5500.0,Luxury,High,34,Family
P5422,2000.0,Standard,Medium,26,Leisure
P5423,2000.0,Standard,Medium,68,Leisure
P5424,1300.0,Budget,Low,35,Family
P5425,3500.0,Luxury,Medium,41,Business
P5426,800.0,Budget,Low,47,Leisure
P5427,2500.0,Standard,Medium,65,Family
P5428,,Luxury,Low,25,Emergency
P5429,2500.0,Standard,Medium,38,Family
P5430,2000.0,Standard,Medium,62,Leisure
P5431,3100.0,Standard,Medium,61,Family
P5432,,Luxury,High,79,Emergency
P5433,,Luxury,Low,75,Emergency
P5434,2300.0,Standard,Low,60,Business
P5435,3500.0,Luxury,Medium,42,Business
P5436,3600.0,Luxury,Medium,66,Leisure
P5437,3100.0,Standard,Medium,57,Family
P5438,,Luxury,Low,47,Emergency
P5439,800.0,Budget,Low,60,Leisure
P5440,2540.0,Standard,Low,29,Business
P5441,3500.0,Luxury,Medium,74,Business
P5442,9500.0,Luxury,High,44,Family
P5443,5500.0,Luxury,High,28,Family
P5444,3500.0,Luxury,Medium,58,Business
P5445,,Luxury,Medium,72,Emergency
P5446,,Luxury,High,34,Emergency
P5447,2500.0,Standard,Medium,25,Family
P5448,4100.0,Luxury,Medium,52,Family
P5449,,Luxury,Low,44,Emergency
P5450,2500.0,Standard,Medium,31,Family
P5451,3500.0,Luxury,Medium,19,Business
P5452,3500.0,Luxury,Medium,63,Business
P5453,,Luxury,Medium,21,Emergency
P5454,2000.0,Standard,Medium,39,Leisure
P5455,6500.0,Luxury,Medium,44,Business
P5456,3600.0,Luxury,Medium,30,Leisure
P5457,,Luxury,Medium,58,Emergency
P5458,,Luxury,Medium,38,Emergency
P5459,,Luxury,Medium,61,Emergency
P5460,1440.0,Budget,Low,38,Leisure
P5461,2500.0,Standard,Medium,21,Family
P5462,6500.0,Luxury,High,50,Business
P5463,800.0,Budget,Low,27,Leisure
P5464,1300.0,Budget,Low,50,Family
P5465,5100.0,Luxury,Medium,48,Business
P5466,,Luxury,Low,61,Emergency
P5467,6500.0,Luxury,High,18,Leisure
P5468,9000.0,Luxury,High,48,Leisure
P5469,800.0,Budget,Low,68,Leisure
P5470,,Luxury,Medium,65,Emergency
P5471,3100.0,Standard,Medium,31,Family
P5472,6500.0,Luxury,Medium,25,Business
P5473,2300.0,Standard,Low,35,Business
P5474,5000.0,Luxury,High,19,Leisure
P5475,3500.0,Luxury,Medium,70,Business
P5476,6500.0,Luxury,High,46,Leisure
P5477,,Luxury,Medium,54,Emergency
P5478,,Luxury,Medium,65,Emergency
P5479,,Luxury,Medium,31,Emergency
P5480,,Luxury,Low,71,Emergency
P5481,2500.0,Standard,Medium,68,Family
P5482,5500.0,Luxury,High,60,Family
P5483,1540.0,Standard,Low,52,Family
P5484,2500.0,Standard,Medium,23,Family
P5485,5500.0,Luxury,High,56,Family
P5486,,Luxury,High,19,Emergency
P5487,3100.0,Standard,Medium,22,Family
P5488,6500.0,Luxury,High,51,Business
P5489,2300.0,Standard,Low,39,Business
P5490,,Luxury,Medium,60,Emergency
P5491,4100.0,Luxury,Medium,45,Business
P5492,3500.0,Luxury,Medium,48,Business
P5493,2940.0,Standard,Low,46,Business
P5494,1440.0,Budget,Low,60,Leisure
P5495,,Luxury,Medium,35,Emergency
P5496,800.0,Budget,Low,77,Leisure
P5497,3500.0,Luxury,Medium,51,Business
P5498,6500.0,Luxury,High,28,Leisure
P5499,2300.0,Standard,Low,45,Business
P5500,2600.0,Standard,Medium,60,Leisure
P5501,2500.0,Standard,Medium,28,Family
P5502,6500.0,Luxury,High,36,Business
P5503,5500.0,Luxury,High,38,Family
P5504,800.0,Budget,Low,23,Leisure
P5505,3100.0,Standard,Medium,39,Family
P5506,6500.0,Luxury,Medium,47,Business
P5507,800.0,Budget,Low,37,Leisure
P5508,2000.0,Standard,Medium,42,Leisure
P5509,4100.0,Luxury,Medium,42,Family
P5510,3500.0,Luxury,Medium,38,Business
P5511,3500.0,Luxury,Low,47,Business
P5512,,Luxury,Low,48,Emergency
P5513,8000.0,Luxury,High,57,Business
P5514,3600.0,Luxury,Medium,76,Leisure
P5515,,Luxury,Low,32,Emergency
P5516,,Luxury,Medium,29,Emergency
P5517,2000.0,Standard,Medium,20,Leisure
P5518,2500.0,Standard,Medium,46,Family
P5519,,Luxury,Low,53,Emergency
P5520,,Luxury,High,28,Emergency
P5521,1040.0,Budget,Low,41,Leisure
P5522,6500.0,Luxury,High,24,Business
P5523,7000.0,Luxury,High,73,Family
P5524,3600.0,Luxury,Medium,18,Leisure
P5525,,Luxury,Low,39,Emergency
P5526,4100.0,Luxury,Medium,64,Business
P5527,2300.0,Standard,Low,38,Business
P5528,,Luxury,Medium,38,Emergency
P5529,,Luxury,High,78,Emergency
P5530,5100.0,Luxury,Medium,72,Business
P5531,2500.0,Standard,Medium,53,Family
P5532,2000.0,Standard,Medium,29,Leisure
P5533,2300.0,Standard,Low,79,Business
P5534,5500.0,Luxury,High,38,Family
P5535,9000.0,Luxury,High,75,Leisure
P5536,2500.0,Standard,Medium,56,Family
P5537,5500.0,Luxury,Medium,58,Family
P5538,3600.0,Luxury,Medium,57,Leisure
P5539,4100.0,Luxury,Medium,64,Business
P5540,2600.0,Standard,Medium,64,Leisure
P5541,4100.0,Luxury,Medium,70,Family
P5542,2000.0,Standard,Medium,75,Leisure
P5543,3500.0,Luxury,Medium,34,Business
P5544,1540.0,Standard,Low,67,Family
P5545,,Luxury,Medium,42,Emergency
P5546,2600.0,Standard,Medium,72,Leisure
P5547,6500.0,Luxury,High,23,Business
P5548,800.0,Budget,Low,63,Leisure
P5549,6500.0,Luxury,High,39,Business
P5550,2000.0,Standard,Medium,55,Leisure
P5551,,Luxury,High,34,Emergency
P5552,5100.0,Luxury,Medium,79,Business
P5553,,Luxury,Low,60,Emergency
P5554,5100.0,Luxury,Medium,37,Business
P5555,2300.0,Standard,Low,28,Business
P5556,,Luxury,Medium,72,Emergency
P5557,6500.0,Luxury,High,67,Business
P5558,3500.0,Luxury,Medium,54,Business
P5559,,Luxury,Medium,26,Emergency
P5560,1540.0,Standard,Low,65,Family
P5561,4100.0,Luxury,Medium,39,Family
P5562,,Luxury,Medium,53,Emergency
P5563,2940.0,Standard,Low,55,Business
P5564,6500.0,Luxury,Medium,66,Business
P5565,2500.0,Standard,Medium,24,Family
P5566,,Luxury,High,69,Emergency
P5567,3500.0,Luxury,Medium,69,Business
P5568,,Luxury,High,78,Emergency
P5569,,Luxury,High,75,Emergency
P5570,6500.0,Luxury,High,77,Business
P5571,,Luxury,Low,75,Emergency
P5572,,Luxury,Medium,39,Emergency
P5573,10500.0,Luxury,High,57,Business
P5574,5500.0,Luxury,High,74,Family
P5575,,Luxury,Medium,26,Emergency
P5576,2500.0,Standard,Medium,18,Family
P5577,1040.0,Budget,Low,24,Leisure
P5578,3500.0,Luxury,Medium,68,Business
P5579,4100.0,Luxury,Medium,34,Family
P5580,,Luxury,High,46,Emergency
P5581,,Luxury,Medium,37,Emergency
P5582,,Luxury,Medium,65,Emergency
P5583,2500.0,Standard,Medium,23,Family
P5584,4100.0,Luxury,Medium,57,Business
P5585,3500.0,Luxury,Medium,58,Business
P5586,,Luxury,High,75,Emergency
P5587,,Luxury,Medium,59,Emergency
P5588,2000.0,Standard,Medium,39,Leisure
P5589,2000.0,Standard,Medium,35,Leisure
P5590,3100.0,Standard,Medium,50,Family
P5591,5500.0,Luxury,High,27,Family
P5592,3100.0,Standard,Medium,49,Family
P5593,,Luxury,Medium,26,Emergency
P5594,800.0,Budget,Low,68,Leisure
P5595,,Luxury,Low,21,Emergency
P5596,3500.0,Luxury,Medium,57,Business
P5597,5100.0,Luxury,Medium,67,Business
P5598,,Luxury,Low,58,Emergency
P5599,10500.0,Luxury,High,36,Business
P5600,3500.0,Luxury,Medium,42,Business
P5601,10500.0,Luxury,High,78,Business
P5602,3600.0,Luxury,Medium,63,Leisure
P5603,2940.0,Standard,Low,25,Business
P5604,1300.0,Budget,Low,62,Family
P5605,3500.0,Luxury,Medium,43,Business
P5606,,Luxury,Low,50,Emergency
P5607,1040.0,Budget,Low,78,Leisure
P5608,5500.0,Luxury,High,47,Family
P5609,4100.0,Luxury,Medium,66,Family
P5610,7000.0,Luxury,High,33,Family
P5611,,Luxury,Medium,19,Emergency
P5612,,Luxury,Low,77,Emergency
P5613,800.0,Budget,Low,52,Leisure
P5614,,Luxury,Medium,35,Emergency
P5615,2500.0,Standard,Medium,21,Family
P5616,2600.0,Standard,Medium,49,Leisure
P5617,,Luxury,Medium,25,Emergency
P5618,2540.0,Standard,Low,77,Business
P5619,,Luxury,Low,66,Emergency
P5620,3500.0,Luxury,Medium,49,Business
P5621,3100.0,Standard,Medium,52,Family
P5622,2540.0,Standard,Low,59,Business
P5623,2000.0,Standard,Medium,20,Leisure
P5624,2500.0,Standard,Medium,23,Family
P5625,,Luxury,Low,74,Emergency
P5626,800.0,Budget,Low,60,Leisure
P5627,1540.0,Standard,Low,67,Family
P5628,3500.0,Luxury,Medium,49,Business
P5629,,Luxury,Low,37,Emergency
P5630,800.0,Budget,Low,77,Leisure
P5631,4100.0,Luxury,Medium,63,Business
P5632,6500.0,Luxury,High,45,Business
P5633,2600.0,Standard,Medium,32,Leisure
P5634,2500.0,Standard,Medium,56,Family
P5635,2600.0,Standard,Medium,36,Leisure
P5636,,Luxury,Medium,48,Emergency
P5637,,Luxury,Low,51,Emergency
P5638,800.0,Budget,Low,36,Leisure
P5639,3100.0,Standard,Medium,68,Family
P5640,2940.0,Standard,Low,26,Business
P5641,2500.0,Standard,Medium,19,Family
P5642,1300.0,Budget,Low,38,Family
P5643,2540.0,Standard,Low,74,Business
P5644,2000.0,Standard,Medium,53,Leisure
P5645,,Luxury,High,37,Emergency
P5646,1940.0,Standard,Low,43,Family
P5647,4100.0,Luxury,Medium,70,Business
P5648,,Luxury,Medium,67,Emergency
P5649,,Luxury,Medium,52,Emergency
P5650,3500.0,Luxury,Medium,39,Business
P5651,2600.0,Standard,Medium,58,Leisure
P5652,4100.0,Luxury,Medium,71,Business
P5653,2540.0,Standard,Low,20,Business
P5654,1300.0,Budget,Low,41,Family
P5655,2000.0,Standard,Medium,58,Leisure
P5656,800.0,Budget,Low,34,Leisure
P5657,2540.0,Standard,Low,79,Business
P5658,3500.0,Luxury,Medium,25,Business
P5659,,Luxury,Medium,32,Emergency
P5660,1300.0,Budget,Low,40,Family
P5661,1440.0,Budget,Low,56,Leisure
P5662,3500.0,Luxury,Medium,42,Business
P5663,1440.0,Budget,Low,79,Leisure
P5664,5000.0,Luxury,High,43,Leisure
P5665,1940.0,Standard,Low,38,Family
P5666,2300.0,Standard,Low,52,Business
P5667,5000.0,Luxury,High,77,Leisure
P5668,2500.0,Standard,Medium,55,Family
P5669,6500.0,Luxury,High,40,Leisure
P5670,800.0,Budget,Low,18,Leisure
P5671,1300.0,Budget,Low,40,Family
P5672,2000.0,Standard,Medium,19,Leisure
P5673,3600.0,Luxury,Medium,31,Leisure
P5674,5000.0,Luxury,High,39,Leisure
P5675,,Luxury,Medium,44,Emergency
P5676,,Luxury,Medium,61,Emergency
P5677,,Luxury,Low,23,Emergency
P5678,800.0,Budget,Low,66,Leisure
P5679,3500.0,Luxury,Medium,36,Business
P5680,1040.0,Budget,Low,42,Leisure
P5681,800.0,Budget,Low,51,Leisure
P5682,4100.0,Luxury,Medium,57,Business
P5683,,Luxury,Medium,59,Emergency
P5684,,Luxury,High,25,Emergency
P5685,1040.0,Budget,Low,31,Leisure
P5686,,Luxury,Low,75,Emergency
P5687,2500.0,Standard,Medium,74,Family
P5688,2500.0,Standard,Medium,76,Family
P5689,3600.0,Luxury,Medium,55,Leisure
P5690,,Luxury,Low,74,Emergency
P5691,,Luxury,High,35,Emergency
P5692,4100.0,Luxury,Medium,28,Family
P5693,,Luxury,Low,55,Emergency
P5694,800.0,Budget,Low,19,Leisure
P5695,,Luxury,Low,71,Emergency
P5696,4100.0,Luxury,Medium,21,Business
P5697,,Luxury,Low,29,Emergency
P5698,6500.0,Luxury,High,22,Business
P5699,6500.0,Luxury,High,46,Business
P5700,800.0,Budget,Low,65,Leisure
P5701,,Luxury,Medium,20,Emergency
P5702,,Luxury,Medium,26,Emergency
P5703,,Luxury,Low,46,Emergency
P5704,,Luxury,Low,61,Emergency
P5705,4100.0,Luxury,Medium,45,Business
P5706,5500.0,Luxury,High,22,Family
P5707,,Luxury,Medium,75,Emergency
P5708,,Luxury,Medium,26,Emergency
P5709,,Luxury,Medium,38,Emergency
P5710,6500.0,Luxury,Medium,51,Business
P5711,1300.0,Budget,Low,59,Family
P5712,,Luxury,Low,32,Emergency
P5713,,Luxury,Low,57,Emergency
P5714,2500.0,Standard,Medium,49,Family
P5715,4100.0,Luxury,Medium,28,Business
P5716,,Luxury,Medium,25,Emergency
P5717,2940.0,Standard,Low,65,Business
P5718,3500.0,Luxury,Medium,36,Business
P5719,2500.0,Standard,Medium,20,Family
P5720,3500.0,Luxury,Low,25,Business
P5721,1940.0,Standard,Low,40,Family
P5722,,Luxury,Low,67,Emergency
P5723,,Luxury,Medium,42,Emergency
P5724,,Luxury,Low,36,Emergency
P5725,5000.0,Luxury,High,37,Leisure
P5726,,Luxury,Medium,50,Emergency
P5727,2940.0,Standard,Low,67,Business
P5728,,Luxury,Medium,61,Emergency
P5729,2500.0,Standard,Medium,36,Family
P5730,,Luxury,Medium,64,Emergency
P5731,5500.0,Luxury,High,50,Family
P5732,4100.0,Luxury,Medium,71,Business
P5733,1440.0,Budget,Low,79,Leisure
P5734,3500.0,Luxury,Medium,62,Business
P5735,1940.0,Standard,Low,67,Family
P5736,,Luxury,Medium,31,Emergency
P5737,2000.0,Standard,Medium,54,Leisure
P5738,,Luxury,Medium,22,Emergency
P5739,,Luxury,High,56,Emergency
P5740,2500.0,Standard,Medium,40,Family
P5741,3500.0,Luxury,Medium,30,Business
P5742,5500.0,Luxury,High,19,Family
P5743,2300.0,Standard,Low,20,Business
P5744,12500.0,Luxury,High,36,Leisure
P5745,800.0,Budget,Low,78,Leisure
P5746,2500.0,Standard,Medium,73,Family
P5747,,Luxury,High,76,Emergency
P5748,6500.0,Luxury,Medium,56,Business
P5749,800.0,Budget,Low,41,Leisure
P5750,,Luxury,Medium,45,Emergency
P5751,2500.0,Standard,Medium,22,Family
P5752,2600.0,Standard,Medium,27,Leisure
P5753,8000.0,Luxury,High,24,Business
P5754,3500.0,Luxury,Medium,32,Business
P5755,800.0,Budget,Low,60,Leisure
P5756,1940.0,Standard,Low,47,Family
P5757,5500.0,Luxury,High,36,Family
P5758,,Luxury,High,58,Emergency
P5759,2940.0,Standard,Low,67,Business
P5760,5000.0,Luxury,High,21,Leisure
P5761,2500.0,Standard,Medium,39,Family
P5762,8000.0,Luxury,High,43,Business
P5763,2000.0,Standard,Medium,29,Leisure
P5764,3600.0,Luxury,Medium,35,Leisure
P5765,5500.0,Luxury,High,44,Family
P5766,3500.0,Luxury,Low,56,Business
P5767,5500.0,Luxury,Medium,47,Family
P5768,2500.0,Standard,Medium,30,Family
P5769,2500.0,Standard,Medium,54,Family
P5770,,Luxury,Medium,74,Emergency
P5771,3500.0,Luxury,Medium,19,Business
P5772,1300.0,Budget,Low,20,Family
P5773,,Luxury,Low,28,Emergency
P5774,1300.0,Budget,Low,47,Family
P5775,800.0,Budget,Low,40,Leisure
P5776,2500.0,Standard,Medium,75,Family
P5777,,Luxury,Medium,69,Emergency
P5778,2500.0,Standard,Medium,60,Family
P5779,,Luxury,Medium,51,Emergency
P5780,5500.0,Luxury,High,32,Family
P5781,2000.0,Standard,Medium,32,Leisure
P5782,2000.0,Standard,Medium,73,Leisure
P5783,3500.0,Luxury,Medium,52,Business
P5784,6500.0,Luxury,Medium,51,Business
P5785,,Luxury,Low,64,Emergency
P5786,2000.0,Standard,Medium,31,Leisure
P5787,1040.0,Budget,Low,31,Leisure
P5788,9500.0,Luxury,High,18,Family
P5789,1300.0,Budget,Low,70,Family
P5790,6500.0,Luxury,Medium,65,Business
P5791,,Luxury,High,28,Emergency
P5792,2000.0,Standard,Medium,54,Leisure
P5793,3600.0,Luxury,Medium,44,Leisure
P5794,6500.0,Luxury,High,29,Business
P5795,2000.0,Standard,Low,76,Leisure
P5796,9500.0,Luxury,High,47,Family
P5797,10500.0,Luxury,High,28,Business
P5798,2300.0,Standard,Low,62,Business
P5799,5000.0,Luxury,High,33,Leisure
P5800,,Luxury,Medium,39,Emergency
P5801,,Luxury,High,29,Emergency
P5802,4100.0,Luxury,Medium,70,Family
P5803,3500.0,Luxury,Medium,33,Business
P5804,3100.0,Standard,Medium,71,Family
P5805,2300.0,Standard,Low,74,Business
P5806,,Luxury,High,27,Emergency
P5807,5000.0,Luxury,High,79,Leisure
P5808,2300.0,Standard,Low,27,Business
P5809,,Luxury,High,61,Emergency
P5810,2000.0,Standard,Medium,68,Leisure
P5811,2000.0,Standard,Medium,69,Leisure
P5812,2000.0,Standard,Medium,69,Leisure
P5813,,Luxury,Medium,31,Emergency
P5814,,Luxury,Medium,79,Emergency
P5815,5500.0,Luxury,Medium,56,Family
P5816,5500.0,Luxury,High,33,Family
P5817,,Luxury,Low,45,Emergency
P5818,,Luxury,Medium,43,Emergency
P5819,2500.0,Standard,Medium,39,Family
P5820,1940.0,Standard,Low,36,Family
P5821,,Luxury,High,68,Emergency
P5822,3500.0,Luxury,Medium,38,Business
P5823,5100.0,Luxury,Medium,73,Business
P5824,2000.0,Standard,Medium,56,Leisure
P5825,2300.0,Standard,Low,26,Business
P5826,1940.0,Standard,Low,33,Family
P5827,3500.0,Luxury,Medium,50,Business
P5828,2000.0,Standard,Medium,78,Leisure
P5829,2300.0,Standard,Low,74,Business
P5830,,Luxury,Medium,67,Emergency
P5831,5500.0,Luxury,High,57,Family
P5832,,Luxury,High,51,Emergency
P5833,2500.0,Standard,Medium,56,Family
P5834,1540.0,Standard,Low,18,Family
P5835,2300.0,Standard,Low,53,Business
P5836,3500.0,Luxury,Medium,26,Business
P5837,1300.0,Budget,Low,33,Family
P5838,,Luxury,Low,48,Emergency
P5839,800.0,Budget,Low,23,Leisure
P5840,,Luxury,High,79,Emergency
P5841,3600.0,Luxury,Medium,61,Leisure
P5842,1940.0,Standard,Low,42,Family
P5843,4100.0,Luxury,Medium,74,Family
P5844,,Luxury,Medium,25,Emergency
P5845,2600.0,Standard,Medium,77,Leisure
P5846,1440.0,Budget,Low,38,Leisure
P5847,,Luxury,High,35,Emergency
P5848,6500.0,Luxury,High,55,Business
P5849,2600.0,Standard,Medium,71,Leisure
P5850,5000.0,Luxury,High,61,Leisure
P5851,1940.0,Standard,Low,35,Family
P5852,1300.0,Budget,Low,74,Family
P5853,1940.0,Standard,Low,59,Family
P5854,1940.0,Standard,Low,36,Family
P5855,,Luxury,Low,37,Emergency
P5856,,Luxury,Low,70,Emergency
P5857,,Luxury,High,46,Emergency
P5858,6500.0,Luxury,High,23,Business
P5859,,Luxury,Low,32,Emergency
P5860,2500.0,Standard,Medium,22,Family
P5861,3100.0,Standard,Medium,35,Family
